ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_PRINC,NUM_TEACH,NUM_COUNSELORS,NUM_SOCIAL,PER_ATTEND,PER_TURN_ALL,PER_TURN_FIVE_YRS
030601060006,SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL,2018,03060106,SUSQUEHANNA VALLEY CSD,DAVID DANIELS,1040 CONKLIN RD,CONKLIN,6077750304,"9-12, US",1,52,2,1,,,
030701060000,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,2018,03070106,CHENANGO VALLEY CSD,DAVID GILL,221 CHENANGO BRIDGE RD,BINGHAMTON,6077626801,PK-12,4,124,4,4,95,7,11
030701060001,CHENANGO VALLEY HIGH SCHOOL,2018,03070106,CHENANGO VALLEY CSD,TERRENCE HELLER,221 CHENANGO BRIDGE RD,BINGHAMTON,6077626900,9-12,1,49,2,1,,,
030701060003,CHENANGO BRIDGE ELEMENTARY SCHOOL,2018,03070106,CHENANGO VALLEY CSD,MARY BETH HAMMOND,741 RIVER RD,BINGHAMTON,6077626950,3-5,1,28,0,1,,,
030701060004,PORT DICKINSON ELEMENTARY SCHOOL,2018,03070106,CHENANGO VALLEY CSD,JAMES PRITCHARD,770 CHENANGO ST,BINGHAMTON,6077626970,PK-2,1,26,0,1,,,
030701060005,CHENANGO VALLEY MIDDLE SCHOOL,2018,03070106,CHENANGO VALLEY CSD,ERIC ATTLESON,221 CHENANGO BRIDGE RD,BINGHAMTON,6077626902,6-8,1,37,2,1,,,
031101060000,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,2018,03110106,MAINE-ENDWELL CSD,JASON VAN FOSSEN,712 FARM-TO-MARKET RD,ENDWELL,6077541400,"PK-12, UE, US",4,186,6,3,96,5,0
031101060003,HOMER BRINK SCHOOL,2018,03110106,MAINE-ENDWELL CSD,WILLIAM DUNDON,3618 BRIAR LN,ENDWELL,6077868244,"K-5, UE",1,48,1,1,,,
031101060004,MAINE MEMORIAL SCHOOL,2018,03110106,MAINE-ENDWELL CSD,LINDA KELLY,2693 MAIN ST,MAINE,6078623263,"PK-5, UE",1,36,0,1,,,
031101060005,MAINE-ENDWELL MIDDLE SCHOOL,2018,03110106,MAINE-ENDWELL CSD,RICHARD OTIS,1119 FARM-TO-MARKET RD,ENDWELL,6077868271,"6-8, UE, US",1,49,2,1,,,
031101060006,MAINE-ENDWELL SENIOR HIGH SCHOOL,2018,03110106,MAINE-ENDWELL CSD,THOMAS BURKHARDT,750 FARM-TO-MARKET RD,ENDWELL,6077488070,"9-12, US",1,58,3,0,,,
031301040000,DEPOSIT CENTRAL SCHOOL DISTRICT,2018,03130104,DEPOSIT CSD,EDWARD SHIRKEY,171 2ND ST,DEPOSIT,6074675380,"PK-12, UE",4,50,2,2,97,12,11
031301040002,DEPOSIT ELEMENTARY SCHOOL,2018,03130104,DEPOSIT CSD,DENISE COOK,171 2ND ST,DEPOSIT,6074672198,"PK-5, UE",1,21,0,1,,,
031301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,2018,03130104,DEPOSIT CSD,THERESA RAJNER,171 2ND ST,DEPOSIT,6074672197,"6-12, UE",3,32,2,1,,,
031401060000,WHITNEY POINT CENTRAL SCHOOL DISTRICT,2018,03140106,WHITNEY POINT CSD,PATRICIA FOLLETTE,10 KEIBEL RD,WHITNEY POINT,6076928313,"K-12, UE, US",3,130,5,3,96,9,6
031401060002,TIOUGHNIOGA RIVERSIDE ACADEMY,2018,03140106,WHITNEY POINT CSD,LAURA CHESTNUT,2887 NY RT 11,WHITNEY POINT,6076928232,"4-8, UE, US",1,53,2,1,,,
031401060004,WHITNEY POINT SENIOR HIGH SCHOOL,2018,03140106,WHITNEY POINT CSD,BRUCE TYTLER,10 KEIBEL RD,WHITNEY POINT,6076928201,"9-12, US",1,42,2,1,,,
031401060005,CARYL E ADAMS PRIMARY SCHOOL,2018,03140106,WHITNEY POINT CSD,JO-ANNE KNAPP,24 KEIBEL RD,WHITNEY POINT,6076928241,K-3,1,39,1,1,,,
031501060000,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,2018,03150106,UNION-ENDICOTT CSD,SUZANNE MCLEOD,1100 E MAIN ST,ENDICOTT,6077572103,"PK-12, UE, US",8,322,7,6,97,9,16
031501060001,CHARLES F JOHNSON JR ELEMENTARY SCHOOL,2018,03150106,UNION-ENDICOTT CSD,ALICIA BOYCE,715 PADEN ST,ENDICOTT,6077572137,K-5,1,35,0,0,,,
031501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL,2018,03150106,UNION-ENDICOTT CSD,LAWRENCE DAKE,999 TAFT AVE,ENDICOTT,6077572143,K-5,2,44,0,0,,,
031501060007,LINNAEUS W WEST SCHOOL,2018,03150106,UNION-ENDICOTT CSD,MICHAELENE CARDELL,1201 UNION CENTER MAIN HWY,ENDICOTT,6077572131,"K-5, 8-10, UE",1,20,0,0,,,
031501060009,JENNIE F SNAPP MIDDLE SCHOOL,2018,03150106,UNION-ENDICOTT CSD,CATHERINE KACYVENSKI,101 LODER AVE,ENDICOTT,6077572156,"6-8, UE, US",1,86,2,2,,,
031501060012,UNION-ENDICOTT HIGH SCHOOL,2018,03150106,UNION-ENDICOTT CSD,STEVEN DISTEFANO,1200 E MAIN ST,ENDICOTT,6077572181,"9-12, US",1,102,4,2,,,
031501060013,THOMAS J WATSON SR ELEMENTARY SCHOOL,2018,03150106,UNION-ENDICOTT CSD,EMILY REGAN,263 RIDGEFIELD RD,ENDICOTT,6077572152,K-5,1,27,0,0,,,
031501060014,ANN G MCGUINNESS ELEMENTAR SCHOOL,2018,03150106,UNION-ENDICOTT CSD,TIMOTHY LOWIE,1301 UNION CENTER MAIN HWY,ENDICOTT,6077572131,K-5,1,31,0,0,,,
031502060000,JOHNSON CITY CENTRAL SCHOOL DISTRICT,2018,03150206,JOHNSON CITY CSD,MARY KAY FRYS,666 REYNOLDS RD,JOHNSON CITY,6077631230,"PK-12, UE, US",4,174,6,4,96,14,22
031502060001,JOHNSON CITY ELEMENTARY/INTERMEDIATE SCHOOL,2018,03150206,JOHNSON CITY CSD,MARGARET KUCKO,601 COLUMBIA DR,JOHNSON CITY,6077631254,"3-5, 10, UE",1,37,0,1,,,
031502060003,JOHNSON CITY ELEMENTARY/PRIMARY SCHOOL,2018,03150206,JOHNSON CITY CSD,DANIEL ERICKSON,601 COLUMBIA DR,JOHNSON CITY,6077631243,"K-2, UE",1,38,0,1,,,
031502060005,JOHNSON CITY MIDDLE SCHOOL,2018,03150206,JOHNSON CITY CSD,JOSEPH GUCCIA,601 COLUMBIA DR,JOHNSON CITY,6077631240,"6-8, US",1,45,2,1,,,
031502060006,JOHNSON CITY SENIOR HIGH SCHOOL,2018,03150206,JOHNSON CITY CSD,KIMBERLY BEUKEMA,666 REYNOLDS RD,JOHNSON CITY,6077631256,"9-12, US",1,68,4,1,,,
031601060000,VESTAL CENTRAL SCHOOL DISTRICT,2018,03160106,VESTAL CSD,MARK LAROACH,201 MAIN ST,VESTAL,6077572241,"PK-12, UE, US",7,292,12,0,95,6,13
031601060021,AFRICAN ROAD ELEMENTARY SCHOOL,2018,03160106,VESTAL CSD,MEGHAN STENTA,600 S BENITA BLVD,VESTAL,6077572311,"K-5, UE",1,31,1,0,,,
031601060022,CLAYTON AVENUE ELEMENTARY SCHOOL,2018,03160106,VESTAL CSD,BRADLEY BRUCE,209 CLAYTON AVE,VESTAL,6077572271,K-5,1,32,1,0,,,
031601060023,GLENWOOD ELEMENTARY SCHOOL,2018,03160106,VESTAL CSD,DOREEN MCSAIN,337 JONES RD,VESTAL,6077572391,"K-5, UE",1,31,1,0,,,
031601060026,TIOGA HILLS ELEMENTARY SCHOOL,2018,03160106,VESTAL CSD,JANE HASHEY,40-48 GLANN RD,APALACHIN,6077572366,K-5,1,26,1,0,,,
031601060028,VESTAL HILLS ELEMENTARY SCHOOL,2018,03160106,VESTAL CSD,THERESE MASTRO,709 COUNTRY CLUB RD,VESTAL,6077572357,K-5,1,31,1,0,,,
031601060041,VESTAL MIDDLE SCHOOL,2018,03160106,VESTAL CSD,ANN MARIE LOOSE,600 S BENITA BLVD,VESTAL,6077572331,"6-8, UE, US",1,78,2,0,,,
031601060051,VESTAL SENIOR HIGH SCHOOL,2018,03160106,VESTAL CSD,ALBERT PENNA,205 WOODLAWN DR,VESTAL,6077572281,9-12,1,88,4,0,,,
031701060000,WINDSOR CENTRAL SCHOOL DISTRICT,2018,03170106,WINDSOR CSD,JASON ANDREWS,1191 NY RT 79,WINDSOR,6076558216,"PK-12, UE, US",5,135,8,1,97,6,17
031701060002,FLOYD BELL ELEMENTARY SCHOOL,2018,03170106,WINDSOR CSD,FRANCES KENNEDY,15 GOLDEN ST,KIRKWOOD,6077752730,"K-5, UE, US",1,18,1,0,,,
031701060003,C R WEEKS ELEMENTARY SCHOOL,2018,03170106,WINDSOR CSD,LISA MILANO,440 FOLEY RD,WINDSOR,6077753226,"PK-5, UE",1,20,1,0,,,
031701060004,A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL,2018,03170106,WINDSOR CSD,KEVIN STRAHLEY,213 MAIN ST,WINDSOR,,K-8,2,54,3,0,,,
031701060007,WINDSOR CENTRAL HIGH SCHOOL,2018,03170106,WINDSOR CSD,JEFFREY SALASNY,1191 NY RT 79,WINDSOR,6076558250,"9-12, US",1,47,3,1,,,
040204040000,WEST VALLEY CENTRAL SCHOOL DISTRICT,2018,04020404,WEST VALLEY CSD,ERIC LAWTON,5359 SCHOOL ST,WEST VALLEY,7169423293,K-12,1,30,1,0,93,14,13
040204040001,WEST VALLEY CENTRAL SCHOOL,2018,04020404,WEST VALLEY CSD,DANIEL AMODEO,5359 SCHOOL ST,WEST VALLEY,7169423293,K-12,1,30,1,0,,,
040302060000,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,2018,04030206,ALLEGANY - LIMESTONE CSD,KAREN GEELAN,3131 FIVE MILE RD,ALLEGANY,7163756600,"K-12, UE, US",2,92,5,0,97,7,17
040302060001,ALLEGANY-LIMESTONE HIGH SCHOOL,2018,04030206,ALLEGANY - LIMESTONE CSD,DEAN MESI,3131 FIVE MILE RD,ALLEGANY,7163756600,"6-12, UE, US",1,53,4,0,,,
040302060002,ALLEGANY-LIMESTONE ELEMENTARY SCHOOL,2018,04030206,ALLEGANY - LIMESTONE CSD,KIMBERLY MOORE,120 MAPLE AVE,ALLEGANY,7163756600,"K-5, UE",1,41,1,0,,,
040901040000,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,2018,04090104,ELLICOTTVILLE CSD,MARK WARD,5873 RT 219,ELLICOTTVILLE,7166992368,"PK-12, US",2,53,2,0,93,2,0
040901040001,ELLICOTTVILLE ELEMENTARY SCHOOL,2018,04090104,ELLICOTTVILLE CSD,CONNIE POULIN,5873 RT 219,ELLICOTTVILLE,7166992318,PK-5,1,27,1,0,,,
040901040002,ELLICOTTVILLE MIDDLE SCHOOL HIGH SCHOOL,2018,04090104,ELLICOTTVILLE CSD,ROBERT MILLER,5873 RT 219,ELLICOTTVILLE,7166992316,"6-12, US",2,33,2,0,,,
041101040000,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,2018,04110104,FRANKLINVILLE CSD,MICHELLE SPASIANO,31 N MAIN ST,FRANKLINVILLE,7166768029,K-12,2,72,0,0,95,14,29
041101040002,FRANKLINVILLE JUNIOR-SENIOR HIGH SCHOOL,2018,04110104,FRANKLINVILLE CSD,JENNIFER CAPPELLETTI,31 N MAIN ST,FRANKLINVILLE,7166768060,7-12,1,34,0,0,,,
041101040003,FRANKLINVILLE ELEMENTARY SCHOOL,2018,04110104,FRANKLINVILLE CSD,JESSICA SCHIRRMACHER,32 N MAIN ST,FRANKLINVILLE,7166768020,K-6,1,40,0,0,,,
041401040000,HINSDALE CENTRAL SCHOOL DISTRICT,2018,04140104,HINSDALE CSD,LAWRENCE LJUNGBERG,3701 MAIN ST,HINSDALE,7165572227,"K-12, UE",1,44,2,1,97,7,22
041401040001,HINSDALE CENTRAL SCHOOL,2018,04140104,HINSDALE CSD,LAURIE CUDDY,3701 MAIN ST,HINSDALE,7165572227,"K-12, UE",1,44,2,1,,,
042302040000,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,2018,04230204,CATTARAUGUS-LITTLE VALLEY CSD,JON PETERSON,25 N FRANKLIN ST,CATTARAUGUS,7162575292,"K-12, UE, US",3,88,4,0,95,7,15
042302040002,CATTARAUGUS-LITTLE VALLEY ELEMENTARY SCHOOL,2018,04230204,CATTARAUGUS-LITTLE VALLEY CSD,AARON WOLFE,25 N FRANKLIN ST,CATTARAUGUS,7162573436,"K-4, UE",1,33,1,0,,,
042302040003,CATTARAUGUS-LITTLE VALLEY HIGH SCHOOL,2018,04230204,CATTARAUGUS-LITTLE VALLEY CSD,ANTHONY GIANNICCHI,25 N FRANKLIN ST,CATTARAUGUS,7162573483,"9-12, US",1,31,3,0,,,
042302040004,CATTARAUGUS-LITTLE VALLEY MIDDLE SCHOOL,2018,04230204,CATTARAUGUS-LITTLE VALLEY CSD,ANTHONY GIANNICCHI,25 N FRANKLIN ST,CATTARAUGUS,7162573483,"5-8, UE, US",1,40,2,0,,,
042400010000,OLEAN CITY SCHOOL DISTRICT,2018,04240001,OLEAN CITY SD,COLLEEN TAGGERTY,410 W SULLIVAN ST,OLEAN,7163758055,"K-12, UE, US",6,163,10,0,96,4,23
042400010002,WASHINGTON WEST ELEMENTARY SCHOOL,2018,04240001,OLEAN CITY SD,LINDA NOTTINGHAM,1626 WASHINGTON ST,OLEAN,7163758962,K-3,2,24,1,0,,,
042400010004,EAST VIEW ELEMENTARY SCHOOL,2018,04240001,OLEAN CITY SD,BRIAN CRAWFORD,690 E SPRING ST,OLEAN,7163758922,K-3,1,31,1,0,,,
042400010013,OLEAN SENIOR HIGH SCHOOL,2018,04240001,OLEAN CITY SD,BARBARA LIAS,410 W SULLIVAN ST,OLEAN,7163758029,"7-12, US",1,59,5,0,,,
042400010016,OLEAN INTERMEDIATE-MIDDLE SCHOOL,2018,04240001,OLEAN CITY SD,JOEL WHITCHER,401 WAYNE ST,OLEAN,7163758062,"4-7, UE",2,57,3,0,,,
042801060000,GOWANDA CENTRAL SCHOOL DISTRICT,2018,04280106,GOWANDA CSD,JAMES KLUBEK,10674 PROSPECT ST,GOWANDA,7165323325,"K-12, UE, US",4,113,6,3,95,10,13
042801060001,GOWANDA ELEMENTARY SCHOOL,2018,04280106,GOWANDA CSD,CARRIE DZIERBA,450 ALDRICH ST,GOWANDA,7165323325,"K-4, UE",1,36,2,1,,,
042801060005,GOWANDA MIDDLE SCHOOL,2018,04280106,GOWANDA CSD,DAVID SMITH,10674 PROSPECT ST,GOWANDA,7165323325,"5-8, US",1,42,3,2,,,
042801060006,GOWANDA HIGH SCHOOL,2018,04280106,GOWANDA CSD,ROBERT ANDERSON,10674 PROSPECT ST,GOWANDA,7165323325,"9-12, US",2,44,3,1,,,
042901040000,PORTVILLE CENTRAL SCHOOL DISTRICT,2018,04290104,PORTVILLE CSD,THOMAS SIMON,500 ELM ST,PORTVILLE,7169337140,"PK-12, US",2,73,3,0,96,3,0
042901040001,PORTVILLE ELEMENTARY SCHOOL,2018,04290104,PORTVILLE CSD,LYNN CORDER,500 ELM ST,PORTVILLE,7169336001,PK-6,1,41,1,0,,,
042901040002,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,2018,04290104,PORTVILLE CSD,LAWRENCE WELTY,500 ELM ST,PORTVILLE,7169336704,"7-12, US",1,37,2,0,,,
043001040000,RANDOLPH CENTRAL SCHOOL DISTRICT,2018,04300104,RANDOLPH CSD,KIMBERLY MORITZ,18 MAIN ST,RANDOLPH,7163587005,"K-12, UE, US",3,78,3,0,93,4,
043001040002,RANDOLPH SENIOR HIGH SCHOOL,2018,04300104,RANDOLPH CSD,LAURIE SANDERS,18 MAIN ST,RANDOLPH,7163587007,"7-12, UE, US",2,40,2,0,,,
043001040003,G N CHAPMAN ELEMENTARY SCHOOL,2018,04300104,RANDOLPH CSD,JERRY MOTTERN,22 MAIN ST,RANDOLPH,7163587030,"K-6, UE",2,38,1,0,,,
043011020000,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,2018,04301102,RANDOLPH CHILDRENS HOME COMMON SCH,LORI DECARLO,336 MAIN ST-ER,RANDOLPH,7163586866,"1-12, UE, US",2,36,10,0,94,21,26
043011020001,RANDOLPH ACADEMY,2018,04301102,RANDOLPH CHILDRENS HOME COMMON SCH,RICHARD WEIKEL,336 MAIN ST,RANDOLPH,7163586866,"1-12, UE, US",1,24,5,0,,,
043011020002,RANDOLPH ACADEMYHAMBURG CAMPUS,2018,04301102,RANDOLPH CHILDRENS HOME COMMON SCH,JUD FOY,4655 LOGANS LN,HAMBURG,7166481930,"1-12, US",1,15,5,0,,,
043200050000,SALAMANCA CITY SCHOOL DISTRICT,2018,04320005,SALAMANCA CITY SD,ROBERT BREIDENSTEIN,50 IROQUOIS DR,SALAMANCA,7169452400,"PK-12, US",3,119,7,5,96,19,36
043200050002,SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,2018,04320005,SALAMANCA CITY SD,PETER MORGANTE,50 IROQUOIS DR,SALAMANCA,7169452404,"8-12, US",1,46,4,2,,,
043200050004,PROSPECT ELEMENTARY SCHOOL,2018,04320005,SALAMANCA CITY SD,ANN MARIE ANDERSON,300 PROSPECT AVE,SALAMANCA,7169455170,PK-4,1,36,1,1,,,
043200050005,SENECA ELEMENTARY SCHOOL,2018,04320005,SALAMANCA CITY SD,DONNALD HENSEL,50 IROQUOIS DR,SALAMANCA,7169455140,4-7,1,44,2,2,,,
043501060000,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,2018,04350106,YORKSHIRE-PIONEER CSD,SHARON HUFF,12125 COUNTY LINE RD,YORKSHIRE,7164929304,"K-12, UE, US",4,219,5,2,96,6,19
043501060001,DELEVAN ELEMENTARY SCHOOL,2018,04350106,YORKSHIRE-PIONEER CSD,TIFFANY GIANNICCHI,30 SCHOOL ST,DELEVAN,7164929463,K-4,1,37,0,0,,,
043501060004,PIONEER MIDDLE SCHOOL,2018,04350106,YORKSHIRE-PIONEER CSD,MELISSA PROROK,12132 OLD OLEAN RD,YORKSHIRE,7164929375,"5-8, UE, US",1,73,2,0,,,
043501060005,ARCADE ELEMENTARY SCHOOL,2018,04350106,YORKSHIRE-PIONEER CSD,MELISSA DEVITT,315 MAIN ST,ARCADE,7164929423,"K-4, UE",1,44,0,0,,,
043501060006,PIONEER SENIOR HIGH SCHOOL,2018,04350106,YORKSHIRE-PIONEER CSD,MARK SCHULTZ,12125 COUNTY LINE RD,YORKSHIRE,7164929328,"9-12, US",1,70,3,0,,,
050100010000,AUBURN CITY SCHOOL DISTRICT,2018,05010001,AUBURN CITY SD,CONSTANCE EVELYN,78 THORNTON AVE,AUBURN,3152558835,"PK-12, UE",8,314,7,4,99,6,12
050100010002,CASEY PARK ELEMENTARY SCHOOL,2018,05010001,AUBURN CITY SD,RONALD GORNEY,101 PULASKI ST,AUBURN,3152558764,K-6,1,37,0,0,,,
050100010004,GENESEE STREET ELEMENTARY SCHOOL,2018,05010001,AUBURN CITY SD,STACEY CUMMINGS,244 GENESEE ST,AUBURN,3152558644,K-6,1,34,0,0,,,
050100010005,HERMAN AVENUE ELEMENTARY SCHOOL,2018,05010001,AUBURN CITY SD,CYNTHIA LATTIMORE,2 N HERMAN AVE,AUBURN,3152558684,K-6,1,36,0,0,,,
050100010007,OWASCO ELEMENTARY SCHOOL,2018,05010001,AUBURN CITY SD,MIGUELINA CUEVAS-POST,66 LETCHWORTH ST,AUBURN,3152558724,K-6,1,33,0,0,,,
050100010008,WILLIAM H SEWARD ELEMENTARY SCHOOL,2018,05010001,AUBURN CITY SD,ROBERT MONTGOMERY,52 METCALF DR,AUBURN,3152558604,"K-6, UE",1,38,0,0,,,
050100010009,AUBURN JUNIOR HIGH SCHOOL,2018,05010001,AUBURN CITY SD,DAVID OLIVER,191 FRANKLIN ST,AUBURN,3152558484,7-8,1,60,2,0,,,
050100010013,AUBURN HIGH SCHOOL,2018,05010001,AUBURN CITY SD,BRIAN MORGAN,250 LAKE AVE,AUBURN,3152558305,9-12,2,92,5,0,,,
050301040000,WEEDSPORT CENTRAL SCHOOL DISTRICT,2018,05030104,WEEDSPORT CSD,SHAUN O'CONNOR,2821 E BRUTUS ST,WEEDSPORT,3158346637,"PK-12, US",2,70,3,0,95,4,11
050301040002,WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL,2018,05030104,WEEDSPORT CSD,CARRIE WIDRICK,2821 E BRUTUS ST,WEEDSPORT,3158346652,"7-12, US",1,43,2,0,,,
050301040003,WEEDSPORT ELEMENTARY SCHOOL,2018,05030104,WEEDSPORT CSD,TIM COWIN,8954 JACKSON ST,WEEDSPORT,3158346685,PK-6,1,29,2,0,,,
050401040000,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,2018,05040104,CATO-MERIDIAN CSD,W NOEL PATTERSON,2851 STATE RTE 370,CATO,3156263439,PK-12,3,86,1,1,95,5,0
050401040001,CATO-MERIDIAN ELEMENTARY SCHOOL,2018,05040104,CATO-MERIDIAN CSD,ROBERT WREN,2851 STATE RTE 370,CATO,3156263320,PK-4,1,31,0,0,,,
050401040002,CATO-MERIDIAN MIDDLE SCHOOL,2018,05040104,CATO-MERIDIAN CSD,SEAN GLEASON,2851 STATE RTE 370,CATO,3156263319,5-8,1,36,0,0,,,
050401040003,CATO-MERIDIAN SENIOR HIGH SCHOOL,2018,05040104,CATO-MERIDIAN CSD,DANIELLE MAHONEY,2851 STATE RTE 370,CATO,3156263317,9-12,1,30,1,0,,,
050701040000,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,2018,05070104,SOUTHERN CAYUGA CSD,PATRICK JENSEN,2384 RT 34B,AURORA,3153647211,"K-12, US",2,61,3,0,93,9,15
050701040005,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,2018,05070104,SOUTHERN CAYUGA CSD,LUKE CARNICELLI,2384 RT 34B,AURORA,3153647111,"7-12, US",1,31,2,0,,,
050701040007,SOUTHERN CAYUGA ELEMENTARY SCHOOL,2018,05070104,SOUTHERN CAYUGA CSD,CHRISTOPHER CLAPPER,2384 RT 34B,AURORA,3153647098,K-6,1,31,1,0,,,
051101040000,PORT BYRON CENTRAL SCHOOL DISTRICT,2018,05110104,PORT BYRON CSD,NEIL O'BRIEN,30 MAPLE AVE,PORT BYRON,3157765728,K-12,2,65,3,2,95,16,22
051101040001,A A GATES ELEMENTARY SCHOOL,2018,05110104,PORT BYRON CSD,JULIE PODOLAK,30 MAPLE AVE,PORT BYRON,3157765728,K-6,1,30,1,1,,,
051101040004,PORT BYRON SENIOR HIGH SCHOOL,2018,05110104,PORT BYRON CSD,JAMES WOOD,30 MAPLE AVE,PORT BYRON,3157765728,7-12,1,38,2,1,,,
051301040000,MORAVIA CENTRAL SCHOOL DISTRICT,2018,05130104,MORAVIA CSD,MICHELLE BRANTNER,68 S MAIN ST,MORAVIA,3154972670,PK-12,3,68,2,0,95,10,10
051301040001,MILLARD FILLMORE ELEMENTARY SCHOOL,2018,05130104,MORAVIA CSD,HOWARD SEAMANS,24 S MAIN ST,MORAVIA,3154972670,PK-5,1,30,0,0,,,
051301040003,MORAVIA JUNIOR-SENIOR HIGH SCHOOL,2018,05130104,MORAVIA CSD,GREGORY JENNE,68 S MAIN ST,MORAVIA,3154972670,6-12,2,39,2,0,,,
051901040000,UNION SPRINGS CENTRAL SCHOOL DISTRICT,2018,05190104,UNION SPRINGS CSD,JARETT POWERS,239 CAYUGA ST,UNION SPRINGS,3158894101,K-12,3,65,4,0,96,13,27
051901040003,CAYUGA ELEMENTARY SCHOOL,2018,05190104,UNION SPRINGS CSD,SHEILA LADOUCE,255 WHEAT ST,CAYUGA,3158894170,K-4,1,20,1,0,,,
051901040005,UNION SPRINGS MIDDLE SCHOOL HIGH SCHOOL,2018,05190104,UNION SPRINGS CSD,CHARLES WALKER,239 CAYUGA ST,UNION SPRINGS,3158894110,9-12,1,32,1,0,,,
051901040006,UNION SPRINGS MIDDLE SCHOOL,2018,05190104,UNION SPRINGS CSD,MICHAEL WURSTER,239 CAYUGA ST,UNION SPRINGS,3158894110,5-8,1,30,1,0,,,
060201060000,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,2018,06020106,SOUTHWESTERN CSD AT JAMESTOWN,MAUREEN DONAHUE,600 HUNT RD W,JAMESTOWN,7164841136,"PK-12, US",3,108,4,0,96,6,17
060201060003,SOUTHWESTERN SENIOR HIGH SCHOOL,2018,06020106,SOUTHWESTERN CSD AT JAMESTOWN,MICHAEL CIPOLLA,600 HUNT RD W,JAMESTOWN,7166646273,"8-12, US",1,48,2,0,,,
060201060006,SOUTHWESTERN MIDDLE SCHOOL,2018,06020106,SOUTHWESTERN CSD AT JAMESTOWN,RICHARD RYBICKI,600 HUNT RD W,JAMESTOWN,7166646270,6-8,1,33,1,0,,,
060201060007,SOUTHWESTERN ELEMENTARY SCHOOL,2018,06020106,SOUTHWESTERN CSD AT JAMESTOWN,WILLIAM CALDWELL,600 HUNT RD W,JAMESTOWN,7166641881,PK-5,1,43,1,0,,,
060301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,2018,06030104,FREWSBURG CSD,DANIELLE O'CONNOR,26 INSTITUTE ST,FREWSBURG,7165697041,"PK-12, UE, US",2,64,3,0,96,8,17
060301040002,ROBERT H JACKSON ELEMENTARY SCHOOL,2018,06030104,FREWSBURG CSD,DANIELLE PATTI,135 IVORY ST,FREWSBURG,7165697017,"PK-6, UE",1,30,1,0,,,
060301040004,FREWSBURG JUNIOR-SENIOR HIGH SCHOOL,2018,06030104,FREWSBURG CSD,SCOTT COOPER,26 INSTITUTE ST,FREWSBURG,7165697037,"7-12, US",1,35,2,0,,,
060401040000,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,2018,06040104,CASSADAGA VALLEY CSD,CHARLES LEICHNER,5935 RT 60,SINCLAIRVILLE,7169625155,"PK-12, UE, US",2,69,2,1,96,7,0
060401040003,SINCLAIRVILLE ELEMENTARY SCHOOL,2018,06040104,CASSADAGA VALLEY CSD,JILL GALVIN,43 SINCLAIR DR,SINCLAIRVILLE,7169625195,"PK-5, UE",1,22,0,0,,,
060401040006,CASSADAGA VALLEY MIDDLE/HIGH SCHOOL,2018,06040104,CASSADAGA VALLEY CSD,JOSHUA GILEVSKI,5935 RT 60,SINCLAIRVILLE,7169628581,"6-12, US",1,47,2,1,,,
060503040000,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,2018,06050304,CHAUTAUQUA LAKE CSD,BENJAMIN SPITZER,100 N ERIE ST,MAYVILLE,7167535808,"PK-12, UE, US",3,84,3,0,96,6,13
060503040001,CHAUTAUQUA LAKE SECONDARY SCHOOL,2018,06050304,CHAUTAUQUA LAKE CSD,JOSHUA LIDDELL,100 N ERIE ST,MAYVILLE,7167535882,"7-12, UE, US",1,53,2,0,,,
060503040002,CHAUTAUQUA LAKE ELEMENTARY SCHOOL,2018,06050304,CHAUTAUQUA LAKE CSD,ELLA AMES,100 N ERIE ST,MAYVILLE,7167535841,"PK-6, UE",2,38,1,0,,,
060601040000,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),2018,06060104,PINE VALLEY CSD (SOUTH DAYTON),DAVID KURZAWA,7755 RT 83,SOUTH DAYTON,7169883293,"K-12, US",2,60,3,1,93,26,50
